file,participant,context,label,trial,audio_key_for_duration,audio_duration_s,imu_duration_s_at_50hz,has_1khz_audio
201---Workshop---Drill in use---3.pkl,201,Workshop,Drill in use,3,Audio,9.618,9.96,False
201---Workshop---Hammering---1.pkl,201,Workshop,Hammering,1,Audio,10.545,10.92,False
201---Workshop---Hammering---2.pkl,201,Workshop,Hammering,2,Audio,11.704,12.12,False
201---Workshop---Hammering---3.pkl,201,Workshop,Hammering,3,Audio,11.666,12.08,False
201---Workshop---Sanding---1.pkl,201,Workshop,Sanding,1,Audio,11.665,12.08,False
201---Workshop---Sanding---2.pkl,201,Workshop,Sanding,2,Audio,17.904,18.54,False
201---Workshop---Sanding---3.pkl,201,Workshop,Sanding,3,Audio,12.497,12.94,False
201---Workshop---Screwing---1.pkl,201,Workshop,Screwing,1,Audio,27.311,28.26,False
201---Workshop---Screwing---2.pkl,201,Workshop,Screwing,2,Audio,22.173,22.94,False
201---Workshop---Screwing---3.pkl,201,Workshop,Screwing,3,Audio,17.389,18.0,False
201---Workshop---Vacuum in use---1.pkl,201,Workshop,Vacuum in use,1,Audio,15.528,16.08,False
201---Workshop---Vacuum in use---2.pkl,201,Workshop,Vacuum in use,2,Audio,24.78,25.66,False
201---Workshop---Vacuum in use---3.pkl,201,Workshop,Vacuum in use,3,Audio,20.647,21.38,False
203---All---Other---1.pkl,203,All,Other,1,1kHz_Audio,19.004,19.44,True
203---All---Other---2.pkl,203,All,Other,2,1kHz_Audio,17.363,17.86,True
203---All---Other---3.pkl,203,All,Other,3,1kHz_Audio,17.44,17.74,True
203---Bathroom---Brushing_hair---1.pkl,203,Bathroom,Brushing_hair,1,Audio,12.902,13.36,False
203---Bathroom---Brushing_hair---2.pkl,203,Bathroom,Brushing_hair,2,Audio,12.109,12.54,False
203---Bathroom---Brushing_hair---3.pkl,203,Bathroom,Brushing_hair,3,Audio,14.079,14.58,False
203---Bathroom---Hair_dryer_in_use---1.pkl,203,Bathroom,Hair_dryer_in_use,1,Audio,13.211,13.68,False
203---Bathroom---Hair_dryer_in_use---2.pkl,203,Bathroom,Hair_dryer_in_use,2,Audio,12.844,13.3,False
203---Bathroom---Hair_dryer_in_use---3.pkl,203,Bathroom,Hair_dryer_in_use,3,Audio,14.485,15.0,False
203---Bathroom---Shaver_in_use---1.pkl,203,Bathroom,Shaver_in_use,1,Audio,10.778,11.16,False
203---Bathroom---Shaver_in_use---2.pkl,203,Bathroom,Shaver_in_use,2,Audio,13.984,14.48,False
203---Bathroom---Shaver_in_use---3.pkl,203,Bathroom,Shaver_in_use,3,Audio,14.138,14.64,False
203---Bathroom---Toilet_flushing---1.pkl,203,Bathroom,Toilet_flushing,1,Audio,5.62,5.82,False
203---Bathroom---Toilet_flushing---2.pkl,203,Bathroom,Toilet_flushing,2,Audio,6.934,7.18,False
203---Bathroom---Toilet_flushing---3.pkl,203,Bathroom,Toilet_flushing,3,Audio,6.605,6.84,False
203---Bathroom---Toothbrushing---1.pkl,203,Bathroom,Toothbrushing,1,Audio,13.056,13.52,False
203---Bathroom---Toothbrushing---2.pkl,203,Bathroom,Toothbrushing,2,Audio,12.882,13.34,False
203---Bathroom---Toothbrushing---3.pkl,203,Bathroom,Toothbrushing,3,Audio,12.979,13.44,False
203---Bathroom---Washing_hands---1.pkl,203,Bathroom,Washing_hands,1,Audio,11.511,11.92,False
203---Bathroom---Washing_hands---2.pkl,203,Bathroom,Washing_hands,2,Audio,14.736,15.26,False
203---Bathroom---Washing_hands---3.pkl,203,Bathroom,Washing_hands,3,Audio,11.82,12.24,False
203---Kitchen---Blender_in_use---1.pkl,203,Kitchen,Blender_in_use,1,Audio,10.603,10.98,False
203---Kitchen---Blender_in_use---2.pkl,203,Kitchen,Blender_in_use,2,Audio,12.187,12.62,False
203---Kitchen---Blender_in_use---3.pkl,203,Kitchen,Blender_in_use,3,Audio,11.027,11.42,False
203---Kitchen---Chopping---1.pkl,203,Kitchen,Chopping,1,Audio,9.889,10.24,False
203---Kitchen---Chopping---2.pkl,203,Kitchen,Chopping,2,Audio,10.642,11.02,False
203---Kitchen---Chopping---3.pkl,203,Kitchen,Chopping,3,Audio,11.878,12.3,False
203---Kitchen---Grating---1.pkl,203,Kitchen,Grating,1,Audio,11.994,12.42,False
203---Kitchen---Grating---2.pkl,203,Kitchen,Grating,2,Audio,15.721,16.28,False
203---Kitchen---Grating---3.pkl,203,Kitchen,Grating,3,Audio,13.211,13.68,False
203---Kitchen---Microwave---1.pkl,203,Kitchen,Microwave,1,Audio,21.206,21.92,False
203---Kitchen---Microwave---2.pkl,203,Kitchen,Microwave,2,Audio,22.365,23.12,False
203---Kitchen---Microwave---3.pkl,203,Kitchen,Microwave,3,Audio,21.94,22.66,False
203---Kitchen---Pouring_pitcher---1.pkl,203,Kitchen,Pouring_pitcher,1,Audio,9.039,9.36,False
203---Kitchen---Pouring_pitcher---2.pkl,203,Kitchen,Pouring_pitcher,2,Audio,8.364,8.66,False
203---Kitchen---Pouring_pitcher---3.pkl,203,Kitchen,Pouring_pitcher,3,Audio,8.845,9.16,False
203---Kitchen---Twisting_jar---1.pkl,203,Kitchen,Twisting_jar,1,Audio,8.015,8.3,False
203---Kitchen---Twisting_jar---2.pkl,203,Kitchen,Twisting_jar,2,Audio,7.687,7.96,False
203---Kitchen---Twisting_jar---3.pkl,203,Kitchen,Twisting_jar,3,Audio,6.818,7.06,False
203---Kitchen---Washing_Utensils---1.pkl,203,Kitchen,Washing_Utensils,1,Audio,11.897,12.32,False
203---Kitchen---Washing_Utensils---2.pkl,203,Kitchen,Washing_Utensils,2,Audio,15.373,15.92,False
203---Kitchen---Washing_Utensils---3.pkl,203,Kitchen,Washing_Utensils,3,Audio,12.554,13.0,False
203---Kitchen---Wiping_with_rag---1.pkl,203,Kitchen,Wiping_with_rag,1,Audio,14.795,15.32,False
203---Kitchen---Wiping_with_rag---2.pkl,203,Kitchen,Wiping_with_rag,2,Audio,16.339,16.92,False
203---Kitchen---Wiping_with_rag---3.pkl,203,Kitchen,Wiping_with_rag,3,Audio,14.098,14.6,False
203---Misc---Alarm_clock---1.pkl,203,Misc,Alarm_clock,1,Audio,17.75,18.38,False
203---Misc---Alarm_clock---2.pkl,203,Misc,Alarm_clock,2,Audio,17.151,17.76,False
203---Misc---Alarm_clock---3.pkl,203,Misc,Alarm_clock,3,Audio,16.282,16.86,False
203---Misc---Clapping---1.pkl,203,Misc,Clapping,1,Audio,9.754,10.1,False
203---Misc---Clapping---2.pkl,203,Misc,Clapping,2,Audio,12.496,12.94,False
203---Misc---Clapping---3.pkl,203,Misc,Clapping,3,Audio,10.34,10.7,False
203---Misc---Coughing---1.pkl,203,Misc,Coughing,1,Audio,9.677,10.02,False
203---Misc---Coughing---2.pkl,203,Misc,Coughing,2,Audio,10.005,10.36,False
203---Misc---Coughing---3.pkl,203,Misc,Coughing,3,Audio,8.112,8.4,False
203---Misc---Drinking---1.pkl,203,Misc,Drinking,1,Audio,10.545,10.86,False
203---Misc---Drinking---2.pkl,203,Misc,Drinking,2,Audio,10.681,10.82,False
203---Misc---Drinking---3.pkl,203,Misc,Drinking,3,Audio,11.028,11.26,False
203---Misc---Knocking---1.pkl,203,Misc,Knocking,1,Audio,4.21,4.36,False
203---Misc---Knocking---2.pkl,203,Misc,Knocking,2,Audio,7.069,7.32,False
203---Misc---Knocking---3.pkl,203,Misc,Knocking,3,Audio,3.998,4.14,False
203---Misc---Laughing---1.pkl,203,Misc,Laughing,1,Audio,9.502,9.76,False
203---Misc---Laughing---2.pkl,203,Misc,Laughing,2,Audio,9.059,9.3,False
203---Misc---Laughing---3.pkl,203,Misc,Laughing,3,Audio,9.174,9.44,False
203---Misc---Scratching---1.pkl,203,Misc,Scratching,1,Audio,11.955,12.38,False
203---Misc---Scratching---2.pkl,203,Misc,Scratching,2,Audio,10.256,10.62,False
203---Misc---Scratching---3.pkl,203,Misc,Scratching,3,Audio,9.888,10.24,False
203---Other---Other---13.pkl,203,Other,Other,13,1kHz_Audio,36.077,37.32,True
203---Other---Other---14.pkl,203,Other,Other,14,1kHz_Audio,24.644,25.46,True
203---Other---Other---51.pkl,203,Other,Other,51,1kHz_Audio,19.584,20.28,True
203---Workshop---Drill in use---1.pkl,203,Workshop,Drill in use,1,Audio,13.983,14.48,False
203---Workshop---Drill in use---2.pkl,203,Workshop,Drill in use,2,Audio,7.011,7.26,False
203---Workshop---Drill in use---3.pkl,203,Workshop,Drill in use,3,Audio,7.011,7.26,False
203---Workshop---Hammering---1.pkl,203,Workshop,Hammering,1,Audio,10.157,10.52,False
203---Workshop---Hammering---2.pkl,203,Workshop,Hammering,2,Audio,15.026,15.56,False
203---Workshop---Hammering---3.pkl,203,Workshop,Hammering,3,Audio,12.012,12.44,False
203---Workshop---Sanding---1.pkl,203,Workshop,Sanding,1,Audio,10.916,11.3,False
203---Workshop---Sanding---2.pkl,203,Workshop,Sanding,2,Audio,11.183,11.58,False
203---Workshop---Sanding---3.pkl,203,Workshop,Sanding,3,Audio,11.434,11.84,False
203---Workshop---Screwing---1.pkl,203,Workshop,Screwing,1,Audio,18.79,19.46,False
203---Workshop---Screwing---2.pkl,203,Workshop,Screwing,2,Audio,17.595,18.22,False
203---Workshop---Screwing---3.pkl,203,Workshop,Screwing,3,Audio,15.895,16.46,False
203---Workshop---Vacuum in use---1.pkl,203,Workshop,Vacuum in use,1,Audio,16.301,16.88,False
203---Workshop---Vacuum in use---2.pkl,203,Workshop,Vacuum in use,2,Audio,18.251,18.9,False
203---Workshop---Vacuum in use---3.pkl,203,Workshop,Vacuum in use,3,Audio,16.61,17.2,False
205---All---Other---1.pkl,205,All,Other,1,1kHz_Audio,14.255,14.76,True
205---All---Other---2.pkl,205,All,Other,2,1kHz_Audio,14.255,14.76,True
205---All---Other---3.pkl,205,All,Other,3,1kHz_Audio,14.584,15.08,True
205---Bathroom---Brushing_hair---1.pkl,205,Bathroom,Brushing_hair,1,Audio,11.3,11.7,False
205---Bathroom---Brushing_hair---2.pkl,205,Bathroom,Brushing_hair,2,Audio,10.663,11.04,False
205---Bathroom---Brushing_hair---3.pkl,205,Bathroom,Brushing_hair,3,Audio,10.392,10.76,False
205---Bathroom---Hair_dryer_in_use---1.pkl,205,Bathroom,Hair_dryer_in_use,1,Audio,11.551,11.96,False
205---Bathroom---Hair_dryer_in_use---2.pkl,205,Bathroom,Hair_dryer_in_use,2,Audio,14.912,15.44,False
205---Bathroom---Hair_dryer_in_use---3.pkl,205,Bathroom,Hair_dryer_in_use,3,Audio,13.405,13.88,False
205---Bathroom---Shaver_in_use---1.pkl,205,Bathroom,Shaver_in_use,1,Audio,13.638,14.12,False
205---Bathroom---Shaver_in_use---2.pkl,205,Bathroom,Shaver_in_use,2,Audio,13.328,13.8,False
205---Bathroom---Shaver_in_use---3.pkl,205,Bathroom,Shaver_in_use,3,Audio,14.912,15.44,False
205---Bathroom---Toilet_flushing---1.pkl,205,Bathroom,Toilet_flushing,1,Audio,8.847,9.08,False
205---Bathroom---Toilet_flushing---2.pkl,205,Bathroom,Toilet_flushing,2,Audio,9.754,10.1,False
205---Bathroom---Toilet_flushing---3.pkl,205,Bathroom,Toilet_flushing,3,Audio,8.73,9.04,False
205---Bathroom---Toothbrushing---1.pkl,205,Bathroom,Toothbrushing,1,Audio,12.323,12.76,False
205---Bathroom---Toothbrushing---2.pkl,205,Bathroom,Toothbrushing,2,Audio,18.253,18.9,False
205---Bathroom---Toothbrushing---3.pkl,205,Bathroom,Toothbrushing,3,Audio,14.719,15.24,False
205---Bathroom---Washing_hands---1.pkl,205,Bathroom,Washing_hands,1,Audio,11.977,12.4,False
205---Bathroom---Washing_hands---2.pkl,205,Bathroom,Washing_hands,2,Audio,19.974,20.68,False
205---Bathroom---Washing_hands---3.pkl,205,Bathroom,Washing_hands,3,Audio,16.167,16.74,False
205---Kitchen---Blender_in_use---1.pkl,205,Kitchen,Blender_in_use,1,Audio,11.647,12.06,False
205---Kitchen---Blender_in_use---2.pkl,205,Kitchen,Blender_in_use,2,Audio,11.3,11.7,False
205---Kitchen---Blender_in_use---3.pkl,205,Kitchen,Blender_in_use,3,Audio,11.899,12.32,False
205---Kitchen---Chopping---1.pkl,205,Kitchen,Chopping,1,Audio,20.975,21.72,False
205---Kitchen---Chopping---2.pkl,205,Kitchen,Chopping,2,Audio,14.024,14.52,False
205---Kitchen---Chopping---3.pkl,205,Kitchen,Chopping,3,Audio,12.285,12.72,False
205---Kitchen---Grating---1.pkl,205,Kitchen,Grating,1,Audio,14.563,15.08,False
205---Kitchen---Grating---2.pkl,205,Kitchen,Grating,2,Audio,12.362,12.8,False
205---Kitchen---Grating---3.pkl,205,Kitchen,Grating,3,Audio,10.509,10.88,False
205---Kitchen---Microwave---1.pkl,205,Kitchen,Microwave,1,Audio,47.164,48.76,False
205---Kitchen---Microwave---2.pkl,205,Kitchen,Microwave,2,Audio,52.327,54.04,False
205---Kitchen---Microwave---3.pkl,205,Kitchen,Microwave,3,Audio,49.989,51.72,False
205---Kitchen---Pouring_pitcher---1.pkl,205,Kitchen,Pouring_pitcher,1,Audio,17.075,17.54,False
205---Kitchen---Pouring_pitcher---2.pkl,205,Kitchen,Pouring_pitcher,2,Audio,14.834,15.28,False
205---Kitchen---Pouring_pitcher---3.pkl,205,Kitchen,Pouring_pitcher,3,Audio,13.039,13.42,False
205---Kitchen---Twisting_jar---1.pkl,205,Kitchen,Twisting_jar,1,Audio,7.803,8.08,False
205---Kitchen---Twisting_jar---2.pkl,205,Kitchen,Twisting_jar,2,Audio,7.262,7.52,False
205---Kitchen---Twisting_jar---3.pkl,205,Kitchen,Twisting_jar,3,Audio,6.432,6.66,False
205---Kitchen---Washing_Utensils---1.pkl,205,Kitchen,Washing_Utensils,1,Audio,17.731,18.36,False
205---Kitchen---Washing_Utensils---2.pkl,205,Kitchen,Washing_Utensils,2,Audio,19.452,20.14,False
205---Kitchen---Washing_Utensils---3.pkl,205,Kitchen,Washing_Utensils,3,Audio,18.698,19.36,False
205---Kitchen---Wiping_with_rag---1.pkl,205,Kitchen,Wiping_with_rag,1,Audio,15.548,16.1,False
205---Kitchen---Wiping_with_rag---2.pkl,205,Kitchen,Wiping_with_rag,2,Audio,16.515,17.08,False
205---Kitchen---Wiping_with_rag---3.pkl,205,Kitchen,Wiping_with_rag,3,Audio,17.829,18.46,False
205---Misc---Alarm_clock---1.pkl,205,Misc,Alarm_clock,1,Audio,16.573,17.12,False
205---Misc---Alarm_clock---2.pkl,205,Misc,Alarm_clock,2,Audio,16.669,17.16,False
205---Misc---Alarm_clock---3.pkl,205,Misc,Alarm_clock,3,Audio,16.631,17.14,False
205---Misc---Clapping---1.pkl,205,Misc,Clapping,1,Audio,9.446,9.78,False
205---Misc---Clapping---2.pkl,205,Misc,Clapping,2,Audio,10.508,10.88,False
205---Misc---Clapping---3.pkl,205,Misc,Clapping,3,Audio,10.759,11.14,False
205---Misc---Coughing---1.pkl,205,Misc,Coughing,1,Audio,10.662,11.04,False
205---Misc---Coughing---2.pkl,205,Misc,Coughing,2,Audio,7.436,7.7,False
205---Misc---Coughing---3.pkl,205,Misc,Coughing,3,Audio,9.059,9.38,False
205---Misc---Drinking---1.pkl,205,Misc,Drinking,1,Audio,8.537,8.84,False
205---Misc---Drinking---2.pkl,205,Misc,Drinking,2,Audio,10.72,11.04,False
205---Misc---Drinking---3.pkl,205,Misc,Drinking,3,Audio,11.435,11.84,False
205---Misc---Knocking---1.pkl,205,Misc,Knocking,1,Audio,4.462,4.62,False
205---Misc---Knocking---2.pkl,205,Misc,Knocking,2,Audio,4.732,4.9,False
205---Misc---Knocking---3.pkl,205,Misc,Knocking,3,Audio,5.235,5.42,False
205---Misc---Laughing---1.pkl,205,Misc,Laughing,1,Audio,8.75,9.06,False
205---Misc---Laughing---2.pkl,205,Misc,Laughing,2,Audio,10.779,11.16,False
205---Misc---Laughing---3.pkl,205,Misc,Laughing,3,Audio,9.812,10.16,False
205---Misc---Scratching---1.pkl,205,Misc,Scratching,1,Audio,10.353,10.72,False
205---Misc---Scratching---2.pkl,205,Misc,Scratching,2,Audio,9.851,10.18,False
205---Misc---Scratching---3.pkl,205,Misc,Scratching,3,Audio,11.474,11.88,False
205---Other---Other---18.pkl,205,Other,Other,18,1kHz_Audio,14.642,15.16,True
205---Other---Other---20.pkl,205,Other,Other,20,1kHz_Audio,23.044,23.82,True
205---Other---Other---57.pkl,205,Other,Other,57,1kHz_Audio,38.321,39.68,True
205---Workshop---Drill in use---1.pkl,205,Workshop,Drill in use,1,Audio,6.046,6.26,False
205---Workshop---Drill in use---2.pkl,205,Workshop,Drill in use,2,Audio,5.041,5.22,False
205---Workshop---Drill in use---3.pkl,205,Workshop,Drill in use,3,Audio,6.162,6.38,False
205---Workshop---Hammering---1.pkl,205,Workshop,Hammering,1,Audio,11.3,11.7,False
205---Workshop---Hammering---2.pkl,205,Workshop,Hammering,2,Audio,11.725,12.14,False
205---Workshop---Hammering---3.pkl,205,Workshop,Hammering,3,Audio,14.816,15.34,False
205---Workshop---Sanding---1.pkl,205,Workshop,Sanding,1,Audio,10.624,11.0,False
205---Workshop---Sanding---2.pkl,205,Workshop,Sanding,2,Audio,10.662,11.04,False
205---Workshop---Sanding---3.pkl,205,Workshop,Sanding,3,Audio,14.217,14.72,False
205---Workshop---Screwing---1.pkl,205,Workshop,Screwing,1,Audio,14.507,15.02,False
205---Workshop---Screwing---2.pkl,205,Workshop,Screwing,2,Audio,17.849,18.48,False
205---Workshop---Screwing---3.pkl,205,Workshop,Screwing,3,Audio,17.597,18.22,False
205---Workshop---Vacuum in use---1.pkl,205,Workshop,Vacuum in use,1,Audio,14.294,14.8,False
205---Workshop---Vacuum in use---2.pkl,205,Workshop,Vacuum in use,2,Audio,18.254,18.9,False
205---Workshop---Vacuum in use---3.pkl,205,Workshop,Vacuum in use,3,Audio,15.53,16.08,False
207---All---Other---1.pkl,207,All,Other,1,1kHz_Audio,17.422,17.82,True
207---All---Other---2.pkl,207,All,Other,2,1kHz_Audio,17.685,18.06,True
207---All---Other---3.pkl,207,All,Other,3,1kHz_Audio,19.103,19.62,True
207---Bathroom---Brushing_hair---1.pkl,207,Bathroom,Brushing_hair,1,Audio,0.463,0.48,False
207---Bathroom---Brushing_hair---2.pkl,207,Bathroom,Brushing_hair,2,Audio,0.618,0.64,False
207---Bathroom---Brushing_hair---3.pkl,207,Bathroom,Brushing_hair,3,Audio,0.425,0.42,False
207---Bathroom---Hair_dryer_in_use---1.pkl,207,Bathroom,Hair_dryer_in_use,1,Audio,11.628,12.04,False
207---Bathroom---Hair_dryer_in_use---2.pkl,207,Bathroom,Hair_dryer_in_use,2,Audio,12.246,12.68,False
207---Bathroom---Hair_dryer_in_use---3.pkl,207,Bathroom,Hair_dryer_in_use,3,Audio,11.319,11.72,False
207---Bathroom---Shaver_in_use---1.pkl,207,Bathroom,Shaver_in_use,1,Audio,12.709,13.16,False
207---Bathroom---Shaver_in_use---2.pkl,207,Bathroom,Shaver_in_use,2,Audio,12.71,13.16,False
207---Bathroom---Shaver_in_use---3.pkl,207,Bathroom,Shaver_in_use,3,Audio,12.574,13.02,False
207---Bathroom---Toilet_flushing---1.pkl,207,Bathroom,Toilet_flushing,1,Audio,9.562,9.86,False
207---Bathroom---Toilet_flushing---2.pkl,207,Bathroom,Toilet_flushing,2,Audio,9.195,9.5,False
207---Bathroom---Toilet_flushing---3.pkl,207,Bathroom,Toilet_flushing,3,Audio,7.707,7.92,False
207---Bathroom---Toothbrushing---1.pkl,207,Bathroom,Toothbrushing,1,Audio,13.617,14.1,False
207---Bathroom---Toothbrushing---2.pkl,207,Bathroom,Toothbrushing,2,Audio,10.739,11.12,False
207---Bathroom---Toothbrushing---3.pkl,207,Bathroom,Toothbrushing,3,Audio,12.168,12.6,False
207---Bathroom---Washing_hands---1.pkl,207,Bathroom,Washing_hands,1,Audio,13.869,14.36,False
207---Bathroom---Washing_hands---2.pkl,207,Bathroom,Washing_hands,2,Audio,11.434,11.84,False
207---Bathroom---Washing_hands---3.pkl,207,Bathroom,Washing_hands,3,Audio,12.303,12.74,False
207---Kitchen---Blender_in_use---1.pkl,207,Kitchen,Blender_in_use,1,Audio,11.01,11.4,False
207---Kitchen---Blender_in_use---2.pkl,207,Kitchen,Blender_in_use,2,Audio,10.99,11.38,False
207---Kitchen---Blender_in_use---3.pkl,207,Kitchen,Blender_in_use,3,Audio,10.276,10.64,False
207---Kitchen---Chopping---1.pkl,207,Kitchen,Chopping,1,Audio,10.604,10.98,False
207---Kitchen---Chopping---2.pkl,207,Kitchen,Chopping,2,Audio,11.511,11.92,False
207---Kitchen---Chopping---3.pkl,207,Kitchen,Chopping,3,Audio,9.599,9.94,False
207---Kitchen---Grating---1.pkl,207,Kitchen,Grating,1,Audio,10.025,10.38,False
207---Kitchen---Grating---2.pkl,207,Kitchen,Grating,2,Audio,10.894,11.28,False
207---Kitchen---Grating---3.pkl,207,Kitchen,Grating,3,Audio,10.469,10.84,False
207---Kitchen---Microwave---1.pkl,207,Kitchen,Microwave,1,Audio,35.038,36.18,False
207---Kitchen---Microwave---2.pkl,207,Kitchen,Microwave,2,Audio,31.562,32.58,False
207---Kitchen---Microwave---3.pkl,207,Kitchen,Microwave,3,Audio,34.633,35.78,False
207---Kitchen---Pouring_pitcher---1.pkl,207,Kitchen,Pouring_pitcher,1,Audio,16.013,16.48,False
207---Kitchen---Pouring_pitcher---2.pkl,207,Kitchen,Pouring_pitcher,2,Audio,17.287,17.9,False
207---Kitchen---Pouring_pitcher---3.pkl,207,Kitchen,Pouring_pitcher,3,Audio,14.545,15.06,False
207---Kitchen---Twisting_jar---1.pkl,207,Kitchen,Twisting_jar,1,Audio,8.672,8.98,False
207---Kitchen---Twisting_jar---2.pkl,207,Kitchen,Twisting_jar,2,Audio,6.818,7.06,False
207---Kitchen---Twisting_jar---3.pkl,207,Kitchen,Twisting_jar,3,Audio,8.808,9.12,False
207---Kitchen---Washing_Utensils---1.pkl,207,Kitchen,Washing_Utensils,1,Audio,11.377,11.78,False
207---Kitchen---Washing_Utensils---2.pkl,207,Kitchen,Washing_Utensils,2,Audio,10.952,11.34,False
207---Kitchen---Washing_Utensils---3.pkl,207,Kitchen,Washing_Utensils,3,Audio,10.121,10.48,False
207---Kitchen---Wiping_with_rag---1.pkl,207,Kitchen,Wiping_with_rag,1,Audio,13.058,13.52,False
207---Kitchen---Wiping_with_rag---2.pkl,207,Kitchen,Wiping_with_rag,2,Audio,15.085,15.62,False
207---Kitchen---Wiping_with_rag---3.pkl,207,Kitchen,Wiping_with_rag,3,Audio,17.133,17.74,False
207---Misc---Alarm_clock---1.pkl,207,Misc,Alarm_clock,1,Audio,15.008,15.54,False
207---Misc---Alarm_clock---2.pkl,207,Misc,Alarm_clock,2,Audio,15.316,15.68,False
207---Misc---Alarm_clock---3.pkl,207,Misc,Alarm_clock,3,Audio,16.784,17.26,False
207---Misc---Clapping---1.pkl,207,Misc,Clapping,1,Audio,9.097,9.42,False
207---Misc---Clapping---2.pkl,207,Misc,Clapping,2,Audio,10.005,10.36,False
207---Misc---Clapping---3.pkl,207,Misc,Clapping,3,Audio,10.874,11.26,False
207---Misc---Coughing---1.pkl,207,Misc,Coughing,1,Audio,7.379,7.64,False
207---Misc---Coughing---2.pkl,207,Misc,Coughing,2,Audio,8.151,8.44,False
207---Misc---Coughing---3.pkl,207,Misc,Coughing,3,Audio,10.643,11.02,False
207---Misc---Drinking---1.pkl,207,Misc,Drinking,1,Audio,9.793,10.14,False
207---Misc---Drinking---2.pkl,207,Misc,Drinking,2,Audio,11.454,11.86,False
207---Misc---Drinking---3.pkl,207,Misc,Drinking,3,Audio,10.353,10.72,False
207---Misc---Knocking---1.pkl,207,Misc,Knocking,1,Audio,3.921,4.06,False
207---Misc---Knocking---2.pkl,207,Misc,Knocking,2,Audio,4.211,4.36,False
207---Misc---Knocking---3.pkl,207,Misc,Knocking,3,Audio,4.114,4.26,False
207---Misc---Laughing---1.pkl,207,Misc,Laughing,1,Audio,11.898,12.32,False
207---Misc---Laughing---2.pkl,207,Misc,Laughing,2,Audio,12.014,12.44,False
207---Misc---Laughing---3.pkl,207,Misc,Laughing,3,Audio,13.675,14.16,False
207---Misc---Scratching---1.pkl,207,Misc,Scratching,1,Audio,10.43,10.8,False
207---Misc---Scratching---2.pkl,207,Misc,Scratching,2,Audio,11.067,11.46,False
207---Misc---Scratching---3.pkl,207,Misc,Scratching,3,Audio,10.971,11.36,False
207---Other---Other---26.pkl,207,Other,Other,26,1kHz_Audio,12.458,12.9,True
207---Other---Other---58.pkl,207,Other,Other,58,1kHz_Audio,17.5,18.12,True
207---Other---Other---74.pkl,207,Other,Other,74,1kHz_Audio,14.37,14.88,True
207---Workshop---Drill in use---1.pkl,207,Workshop,Drill in use,1,Audio,2.182,2.26,False
207---Workshop---Drill in use---2.pkl,207,Workshop,Drill in use,2,Audio,4.771,4.94,False
207---Workshop---Drill in use---3.pkl,207,Workshop,Drill in use,3,Audio,4.269,4.42,False
207---Workshop---Hammering---1.pkl,207,Workshop,Hammering,1,Audio,10.527,10.9,False
207---Workshop---Hammering---2.pkl,207,Workshop,Hammering,2,Audio,11.338,11.74,False
207---Workshop---Hammering---3.pkl,207,Workshop,Hammering,3,Audio,11.608,12.02,False
207---Workshop---Sanding---1.pkl,207,Workshop,Sanding,1,Audio,11.879,12.3,False
207---Workshop---Sanding---2.pkl,207,Workshop,Sanding,2,Audio,9.908,10.26,False
207---Workshop---Sanding---3.pkl,207,Workshop,Sanding,3,Audio,12.304,12.74,False
207---Workshop---Screwing---1.pkl,207,Workshop,Screwing,1,Audio,25.554,26.46,False
207---Workshop---Screwing---2.pkl,207,Workshop,Screwing,2,Audio,24.298,25.16,False
207---Workshop---Screwing---3.pkl,207,Workshop,Screwing,3,Audio,23.681,24.52,False
207---Workshop---Vacuum in use---1.pkl,207,Workshop,Vacuum in use,1,Audio,14.062,14.56,False
207---Workshop---Vacuum in use---2.pkl,207,Workshop,Vacuum in use,2,Audio,14.429,14.94,False
207---Workshop---Vacuum in use---3.pkl,207,Workshop,Vacuum in use,3,Audio,17.442,18.06,False
23---All---Other---1.pkl,23,All,Other,1,1kHz_Audio,19.099,19.72,True
23---All---Other---2.pkl,23,All,Other,2,1kHz_Audio,17.999,18.52,True
23---All---Other---3.pkl,23,All,Other,3,1kHz_Audio,18.752,19.32,True
23---Bathroom---Brushing_hair---1.pkl,23,Bathroom,Brushing_hair,1,Audio,16.551,17.14,False
23---Bathroom---Brushing_hair---2.pkl,23,Bathroom,Brushing_hair,2,Audio,16.861,17.46,False
23---Bathroom---Brushing_hair---3.pkl,23,Bathroom,Brushing_hair,3,Audio,15.625,16.18,False
23---Bathroom---Hair_dryer_in_use---1.pkl,23,Bathroom,Hair_dryer_in_use,1,Audio,17.189,17.8,False
23---Bathroom---Hair_dryer_in_use---2.pkl,23,Bathroom,Hair_dryer_in_use,2,Audio,16.765,17.36,False
23---Bathroom---Hair_dryer_in_use---3.pkl,23,Bathroom,Hair_dryer_in_use,3,Audio,17.016,17.62,False
23---Bathroom---Shaver_in_use---1.pkl,23,Bathroom,Shaver_in_use,1,Audio,17.17,17.78,False
23---Bathroom---Shaver_in_use---2.pkl,23,Bathroom,Shaver_in_use,2,Audio,16.745,17.34,False
23---Bathroom---Shaver_in_use---3.pkl,23,Bathroom,Shaver_in_use,3,Audio,17.422,18.04,False
23---Bathroom---Toilet_flushing---1.pkl,23,Bathroom,Toilet_flushing,1,Audio,6.914,7.16,False
23---Bathroom---Toilet_flushing---2.pkl,23,Bathroom,Toilet_flushing,2,Audio,8.054,8.28,False
